BUSINESS UNIT,BUSINESS LINE,ACTIVITY DATE,Sum of AHT,Sum of TOTAL TIME - AHT (sec),Sum of VOLUME - RECEIVED,Sum of CONFORMANCE,Sum of ADHERENCE,Sum of ABANDONMENT RATE,Sum of SERVICE LEVEL,Unplanned Out
Participant Transactions,Participant Transactions,1/29/2019,521,1264447,2303,89.34%,76.46%,58.75%,0,19.75
Participant Transactions,Participant Transactions,1/30/2019,511,1170229,2361,82.89%,66.68%,60.23%,0,19.5
Participant Transactions,Participant Transactions,1/31/2019,491,1215179,2360,88.76%,70.18%,55.51%,0,28.5
Participant Transactions,Participant Transactions,2/1/2019,451,1125714,2649,83.95%,71.25%,55.30%,0,62.25
Participant Transactions,Participant Transactions,2/4/2019,466,1465430,3421,91.69%,77.51%,52.59%,0,67.58333333
Participant Transactions,Participant Transactions,2/5/2019,484,1328965,2920,79.79%,68.30%,67.64%,0,16.5
Participant Transactions,Participant Transactions,2/6/2019,431,1287967,2703,86.36%,73.45%,62.63%,0,22.66666667
Participant Transactions,Participant Transactions,2/7/2019,495,1280594,2688,89.01%,75.53%,66.78%,0,26.5
Participant Transactions,Participant Transactions,2/8/2019,459,1196047,2781,81.26%,71.19%,70.77%,0,46
Participant Transactions,Participant Transactions,2/11/2019,428,1500327,3684,86.28%,79.28%,59.72%,0,72.58333333
Participant Transactions,Participant Transactions,2/12/2019,460,1194279,2434,82.20%,65.01%,83.73%,0,65.83333333
Participant Transactions,Participant Transactions,2/13/2019,471,1153947,2513,83.14%,65.43%,83.57%,0,38.75
Participant Transactions,Participant Transactions,2/14/2019,461,1189741,2583,84.93%,64.84%,81.46%,0,23
Participant Transactions,Participant Transactions,2/15/2019,448,1334991,2961,82.97%,73.03%,70.48%,0,34
Participant Transactions,Participant Transactions,2/18/2019,307,372269,1734,92.95%,77.98%,152.94%,0,0
Participant Transactions,Participant Transactions,2/19/2019,471,1448257,2911,88.33%,74.79%,85.43%,0,53.5
Participant Transactions,Participant Transactions,2/20/2019,551,1228117,1976,91.56%,76.27%,113.11%,0,46.16666667
Participant Transactions,Participant Transactions,2/21/2019,465,1226086,2585,76.02%,67.29%,84.53%,0,28
Participant Transactions,Participant Transactions,2/22/2019,456,1257548,2772,87.44%,76.45%,79.40%,0,66.75
Participant Transactions,Participant Transactions,2/25/2019,477,1601562,3528,83.36%,73.43%,67.94%,0,50.75
Participant Transactions,Participant Transactions,2/26/2019,469,1354773,2779,89.25%,70.35%,82.40%,0,35
Participant Transactions,Participant Transactions,2/27/2019,472,1188152,2503,79.82%,63.22%,90.85%,0,27
Participant Transactions,Participant Transactions,2/28/2019,506,1292215,2525,86.67%,67.90%,89.03%,0,14
Participant Transactions,Participant Transactions,3/1/2019,477,1293861,2667,84.53%,72.60%,82.56%,0,26.25
Participant Transactions,Participant Transactions,3/4/2019,456,1381472,3314,86.84%,74.10%,0.72%,0,59.08333333
Participant Transactions,Participant Transactions,3/5/2019,536,1345651,2883,90.51%,76.03%,24.84%,0,11.25
Participant Transactions,Participant Transactions,3/6/2019,493,1183463,2467,85.23%,72.46%,31.66%,0,28.5
Participant Transactions,Participant Transactions,3/7/2019,500,1297628,2898,88.33%,76.89%,37.51%,0,24.91666667
Participant Transactions,Participant Transactions,3/8/2019,530,1279372,2484,81.20%,71.63%,46.62%,0,15.75
Participant Transactions,Participant Transactions,3/11/2019,473,1588722,3560,92.36%,79.35%,39.33%,0,69.5
Participant Transactions,Participant Transactions,3/12/2019,525,1441076,2672,86.53%,77.24%,49.59%,0,14.5
Participant Transactions,Participant Transactions,3/13/2019,537,1203056,2168,84.30%,73.46%,57.80%,0,109.75
Participant Transactions,Participant Transactions,3/14/2019,553,1199541,2136,87.18%,74.72%,57.07%,0,56.83333333
Participant Transactions,Participant Transactions,3/15/2019,461,1298680,3360,86.79%,73.30%,52.41%,0,49.25
Participant Transactions,Participant Transactions,3/18/2019,517,1588245,3237,87.85%,75.64%,62.56%,0,31.5
Participant Transactions,Participant Transactions,3/19/2019,536,1355035,2430,83.54%,72.20%,79.26%,0,25.25
Participant Transactions,Participant Transactions,3/20/2019,527,1146003,2133,83.58%,72.21%,88.47%,0,14.75
Participant Transactions,Participant Transactions,3/21/2019,472,1109181,2428,81.43%,74.07%,80.97%,0,30.25
Participant Transactions,Participant Transactions,3/22/2019,470,1157675,2476,84.90%,72.89%,79.89%,0,42
Participant Transactions,Participant Transactions,3/25/2019,501,1638435,4184,93.34%,77.42%,27.82%,0,11.5
Participant Transactions,Participant Transactions,3/26/2019,478,1203592,2540,94.45%,77.82%,46.73%,0,50
Participant Transactions,Participant Transactions,3/27/2019,538,1162554,2207,93.93%,76.24%,55.91%,0,34
Participant Transactions,Participant Transactions,3/28/2019,555,1314763,2511,99.00%,79.70%,54.84%,0,33.5
Participant Transactions,Participant Transactions,3/29/2019,468,1383822,3021,92.76%,79.73%,47.70%,0,39
Participant Transactions,Participant Transactions,4/1/2019,439,1630577,3726,85.42%,77.83%,46.48%,0,37
Participant Transactions,Participant Transactions,4/2/2019,397,1218988,2844,83.17%,69.80%,52.71%,0,32.25
Participant Transactions,Participant Transactions,4/3/2019,428,1221355,2759,88.73%,74.75%,51.07%,0,32.25
Participant Transactions,Participant Transactions,4/4/2019,432,1100243,2523,95.98%,77.01%,54.82%,0,38
Participant Transactions,Participant Transactions,4/5/2019,411,1074805,2609,90.57%,75.76%,52.89%,0,48.91666667
Participant Transactions,Participant Transactions,4/8/2019,445,1458039,3263,86.18%,75.14%,47.78%,0,57.5
Participant Transactions,Participant Transactions,4/9/2019,552,1254400,2145,87.16%,71.77%,66.81%,0,34.25
Participant Transactions,Participant Transactions,4/10/2019,613,1497198,2454,94.15%,74.64%,58.92%,0,23.25
Participant Transactions,Participant Transactions,4/11/2019,542,1315801,2431,89.01%,73.76%,59.69%,0,17.25
Participant Transactions,Participant Transactions,4/12/2019,621,1360168,2871,88.73%,75.98%,19.19%,0,21
Participant Transactions,Participant Transactions,4/15/2019,511,1696024,3567,94.03%,80.81%,27.84%,0,44.75
Participant Transactions,Participant Transactions,4/16/2019,501,1371712,2695,85.13%,71.54%,35.25%,0,30.5
Participant Transactions,Participant Transactions,4/17/2019,533,1270733,2337,87.68%,71.66%,38.72%,0,38
Participant Transactions,Participant Transactions,4/18/2019,588,1378660,2405,80.96%,71.61%,40.21%,0,23.5
Participant Transactions,Participant Transactions,4/19/2019,429,363107,1076,101.39%,78.63%,111.15%,0,0
Participant Transactions,Participant Transactions,4/22/2019,510,1650772,3709,87.68%,78.25%,45.83%,0,108
Participant Transactions,Participant Transactions,4/23/2019,499,1372664,2411,86.21%,74.18%,56.49%,0,67.5
Participant Transactions,Participant Transactions,4/24/2019,487,1202298,2328,87.80%,71.13%,52.53%,0,20
Participant Transactions,Participant Transactions,4/25/2019,582,1278918,2146,88.86%,76.45%,54.61%,0,35.5
Participant Transactions,Participant Transactions,4/26/2019,483,1159092,2446,84.81%,72.70%,49.67%,0,47.5
Participant Transactions,Participant Transactions,4/29/2019,532,1716166,3987,88.89%,79.02%,20.34%,0,55.08333333
Participant Transactions,Participant Transactions,4/30/2019,558,1264701,2572,89.93%,77.98%,10.85%,0,39.25
Participant Transactions,Participant Transactions,5/1/2019,530,1393629,2710,91.36%,75.68%,20.48%,0,12.25
Participant Transactions,Participant Transactions,5/2/2019,536,1278254,2578,89.52%,75.93%,29.05%,0,43.91666667
Participant Transactions,Participant Transactions,5/3/2019,504,1270233,2867,88.03%,76.36%,38.05%,0,40.91666667
Participant Transactions,Participant Transactions,5/6/2019,480,1640350,3490,86.39%,76.68%,34.93%,0,71
Participant Transactions,Participant Transactions,5/7/2019,489,1168898,2358,88.64%,71.16%,50.42%,0,26
Participant Transactions,Participant Transactions,5/8/2019,489,1147838,2124,90.04%,73.18%,45.39%,0,56.5
Participant Transactions,Participant Transactions,5/9/2019,566,1354138,2563,93.15%,80.71%,44.32%,0,56.75
Participant Transactions,Participant Transactions,5/10/2019,552,1208495,2318,88.20%,75.44%,54.49%,0,27.66666667
Participant Transactions,Participant Transactions,5/13/2019,505,1584054,3394,89.84%,79.31%,45.82%,0,61.16666667
Participant Transactions,Participant Transactions,5/14/2019,533,1196137,2208,91.95%,77.69%,68.66%,0,72.25
Participant Transactions,Participant Transactions,5/15/2019,555,1122262,1905,90.94%,76.95%,73.33%,0,43.5
Participant Transactions,Participant Transactions,5/16/2019,554,1193134,2211,87.01%,75.58%,65.72%,0,45.83333333
Participant Transactions,Participant Transactions,5/17/2019,536,1101980,2034,89.75%,77.31%,70.06%,0,34.75
Participant Transactions,Participant Transactions,5/20/2019,546,1598786,3148,93.13%,81.60%,53.62%,0,68.75
Participant Transactions,Participant Transactions,5/21/2019,518,1229801,2221,86.89%,72.96%,68.98%,0,43.25
Participant Transactions,Participant Transactions,5/22/2019,545,1126249,2029,84.71%,71.08%,73.53%,0,56.25
Participant Transactions,Participant Transactions,5/23/2019,584,1227731,1999,89.07%,73.90%,69.18%,0,51.75
Participant Transactions,Participant Transactions,5/24/2019,494,1072958,2170,91.58%,78.44%,63.87%,0,44.5
Participant Transactions,Participant Transactions,5/27/2019,0,0,99,#DIV/0!,#DIV/0!,0.00%,0,0
Participant Transactions,Participant Transactions,5/28/2019,577,1487920,2746,99.02%,80.45%,62.45%,0,42.25
Participant Transactions,Participant Transactions,5/29/2019,491,1103490,2120,85.96%,73.22%,74.91%,0,34.5
Participant Transactions,Participant Transactions,5/30/2019,621,1158968,1812,82.37%,69.85%,84.71%,0,32
Participant Transactions,Participant Transactions,5/31/2019,500,1044364,2151,87.79%,76.43%,74.24%,0,68.5
Participant Transactions,Participant Transactions,6/3/2019,553,1687456,3166,93.18%,80.86%,55.94%,0,30
Participant Transactions,Participant Transactions,6/4/2019,510,1252658,2361,86.67%,73.56%,71.07%,0,18.5
Participant Transactions,Participant Transactions,6/5/2019,573,1268565,2210,88.98%,73.60%,75.66%,0,0
Participant Transactions,Participant Transactions,6/6/2019,536,1225018,2239,88.10%,72.15%,72.67%,0,28.91666667
Participant Transactions,Participant Transactions,6/7/2019,578,1218442,2249,84.99%,75.48%,75.14%,0,17.5
Participant Transactions,Participant Transactions,6/10/2019,470,1436082,3276,87.30%,76.87%,59.77%,0,67
Participant Transactions,Participant Transactions,6/11/2019,428,1207750,2768,88.17%,73.04%,68.82%,0,39.5
Participant Transactions,Participant Transactions,6/12/2019,502,1213196,2307,86.84%,71.30%,77.72%,0,30.33333333
Participant Transactions,Participant Transactions,6/13/2019,525,1146922,2306,82.38%,68.09%,83.09%,0,48
Participant Transactions,Participant Transactions,6/14/2019,462,1142506,2314,89.85%,78.24%,75.84%,0,42.83333333
Participant Transactions,Participant Transactions,6/17/2019,557,1434123,3197,91.00%,78.43%,75.91%,0,36.25
Participant Transactions,Participant Transactions,6/18/2019,553,1090818,1873,89.93%,69.58%,124.35%,0,36.25
Participant Transactions,Participant Transactions,6/19/2019,534,1113579,2042,86.92%,70.78%,111.90%,0,29.08333333
Participant Transactions,Participant Transactions,6/20/2019,505,1063651,2172,83.60%,69.39%,108.15%,0,45.75
Participant Transactions,Participant Transactions,6/21/2019,493,1105370,2210,88.87%,74.00%,104.80%,0,18.5
Participant Transactions,Participant Transactions,6/24/2019,518,1498991,3065,92.93%,80.92%,80.03%,0,34.5
Participant Transactions,Participant Transactions,6/25/2019,507,1146490,2201,90.45%,74.64%,108.68%,0,10
Participant Transactions,Participant Transactions,6/26/2019,565,1177822,2039,93.27%,76.63%,114.96%,0,14.83333333
Participant Transactions,Participant Transactions,6/27/2019,494,1113269,2162,86.71%,70.89%,104.16%,0,18.5
Participant Transactions,Participant Transactions,6/28/2019,495,1350021,2795,90.59%,75.03%,82.97%,0,3.5
Participant Transactions,Participant Transactions,7/1/2019,454,1517480,3477,81.13%,72.13%,71.87%,0,32.5
Participant Transactions,Participant Transactions,7/2/2019,482,1280303,2372,85.03%,73.01%,93.51%,0,17.75
Participant Transactions,Participant Transactions,7/3/2019,553,1023826,1818,84.27%,67.15%,120.24%,0,32.91666667
Participant Transactions,Participant Transactions,7/4/2019,0,N/A,78,#DIV/0!,#DIV/0!,0.00%,0,0
Participant Transactions,Participant Transactions,7/5/2019,538,1208177,2347,92.63%,75.07%,98.34%,0,76
Participant Transactions,Participant Transactions,7/8/2019,545,1574075,3012,89.14%,79.74%,81.91%,0,54.33333333
Participant Transactions,Participant Transactions,7/9/2019,517,1279039,2258,92.10%,74.44%,99.65%,0,14.5
Participant Transactions,Participant Transactions,7/10/2019,514,1227838,2349,86.78%,71.37%,94.04%,0,22
Participant Transactions,Participant Transactions,7/11/2019,495,1208193,2436,95.61%,76.34%,90.52%,0,43
Participant Transactions,Participant Transactions,7/12/2019,451,1134777,2564,87.70%,75.47%,87.83%,0,27.5
Participant Transactions,Participant Transactions,7/15/2019,425,1626424,3293,95.10%,81.94%,74.43%,0,1.25
Participant Transactions,Participant Transactions,7/16/2019,525,1267326,2388,93.56%,74.18%,101.55%,0,4.5
Participant Transactions,Participant Transactions,7/17/2019,542,1225725,2197,90.32%,73.89%,107.46%,0,14.5
Participant Transactions,Participant Transactions,7/18/2019,507,1176478,2324,91.64%,75.93%,101.76%,0,34.5
Participant Transactions,Participant Transactions,7/19/2019,459,1107020,2354,88.93%,76.08%,98.05%,0,36.5
Participant Transactions,Participant Transactions,7/22/2019,494,1571764,3475,88.14%,79.68%,76.69%,0,58.5
Participant Transactions,Participant Transactions,7/23/2019,444,1286231,3233,#DIV/0!,#DIV/0!,92.64%,0,53
Participant Transactions,Participant Transactions,7/24/2019,549,1308319,2264,88.80%,71.97%,127.03%,0,0
Participant Transactions,Participant Transactions,7/25/2019,543,1225347,2161,86.86%,73.21%,128.60%,0,25.5
Participant Transactions,Participant Transactions,7/26/2019,492,1254736,2556,93.47%,76.76%,108.96%,0,31
Participant Transactions,Participant Transactions,7/29/2019,541,1663646,3002,96.66%,82.21%,94.60%,0,40.16666667
Participant Transactions,Participant Transactions,7/30/2019,442,1152078,2802,82.89%,68.83%,108.53%,0,18.66666667
Participant Transactions,Participant Transactions,7/31/2019,416,1255395,2832,87.17%,73.73%,100.95%,0,20.5
Participant Transactions,Participant Transactions,8/1/2019,507,1427190,2819,90.00%,76.50%,101.49%,0,12
Participant Transactions,Participant Transactions,8/2/2019,448,1290965,2878,87.12%,75.82%,99.13%,0,43
Participant Transactions,Participant Transactions,8/5/2019,492,1547785,3358,92.82%,82.25%,93.15%,0,54.5
Participant Transactions,Participant Transactions,8/6/2019,503,1420512,2548,65.53%,74.16%,111.85%,0,10.5
Participant Transactions,Participant Transactions,8/7/2019,514,1382596,2596,65.53%,74.16%,106.16%,0,25
Participant Transactions,Participant Transactions,8/8/2019,496,1266448,2462,84.16%,73.73%,108.25%,0,12.5
Participant Transactions,Participant Transactions,8/9/2019,505,1226208,2373,82.20%,72.80%,110.07%,0,58.5
Participant Transactions,Participant Transactions,8/12/2019,494,1526142,2902,95.12%,82.47%,95.93%,0,11
Participant Transactions,Participant Transactions,8/13/2019,523,1232886,2201,86.29%,73.86%,119.45%,0,1.5
Participant Transactions,Participant Transactions,8/14/2019,549,1195419,2119,84.66%,72.65%,121.24%,0,22.25
Participant Transactions,Participant Transactions,8/15/2019,493,1238431,2410,89.17%,76.81%,102.32%,0,12.5
Participant Transactions,Participant Transactions,8/16/2019,468,1067095,2271,76.14%,71.88%,108.10%,0,51.75
Participant Transactions,Participant Transactions,8/19/2019,591,1426774,2295,94.04%,76.14%,115.60%,0,25.5
Participant Transactions,Participant Transactions,8/20/2019,463,1112355,2286,91.66%,76.93%,110.85%,0,43.5
Participant Transactions,Participant Transactions,8/21/2019,560,1156247,1988,92.80%,73.57%,123.59%,0,27.25
Participant Transactions,Participant Transactions,8/22/2019,537,1142333,2106,87.85%,70.68%,115.57%,0,11
Participant Transactions,Participant Transactions,8/23/2019,490,1133511,2398,90.98%,76.26%,105.17%,0,20.83333333
Participant Transactions,Participant Transactions,8/26/2019,457,1382337,2902,96.65%,81.53%,95.83%,0,37.25
Participant Transactions,Participant Transactions,8/27/2019,486,1045015,1948,89.25%,71.45%,132.19%,0,38.5
Participant Transactions,Participant Transactions,8/28/2019,547,1037403,1905,88.52%,74.06%,135.64%,0,52
Participant Transactions,Participant Transactions,8/29/2019,490,1076686,2280,86.99%,72.32%,116.93%,0,20
Participant Transactions,Participant Transactions,8/30/2019,499,1063006,2162,86.99%,74.76%,124.79%,0,18.5
Participant Transactions,Participant Transactions,9/2/2019,395,192314,725,#DIV/0!,#DIV/0!,0.00%,0,0
Participant Transactions,Participant Transactions,9/3/2019,520,1334429,2601,101.40%,82.50%,115.03%,0,68
Participant Transactions,Participant Transactions,9/4/2019,524,1157596,2195,90.16%,70.19%,135.72%,0,46
Participant Transactions,Participant Transactions,9/5/2019,524,1193417,2063,88.96%,71.44%,133.98%,0,37.75
Participant Transactions,Participant Transactions,9/6/2019,413,1158518,2985,80.71%,70.13%,98.56%,0,48.25
Participant Transactions,Participant Transactions,9/9/2019,434,1343474,2870,85.54%,73.40%,108.85%,0,42
Participant Transactions,Participant Transactions,9/10/2019,441,1026108,2254,80.74%,65.48%,135.31%,0,17.5
Participant Transactions,Participant Transactions,9/11/2019,443,1093512,2415,80.36%,67.13%,124.14%,0,12
Participant Transactions,Participant Transactions,9/12/2019,480,1148090,2341,89.64%,75.98%,125.97%,0,20.5
Participant Transactions,Participant Transactions,9/13/2019,513,1106091,2158,80.02%,73.57%,136.79%,0,14.5
Participant Transactions,Participant Transactions,9/16/2019,494,1474666,3568,79.02%,67.35%,106.11%,0,48.75
Participant Transactions,Participant Transactions,9/17/2019,527,1309828,2330,92.06%,78.32%,155.84%,0,51.16666667
Participant Transactions,Participant Transactions,9/18/2019,538,1185531,2130,86.23%,70.66%,166.90%,0,14.25
Participant Transactions,Participant Transactions,9/19/2019,536,1155484,2254,90.37%,71.94%,162.20%,0,27.5
Participant Transactions,Participant Transactions,9/20/2019,442,1232210,2823,87.09%,72.68%,130.71%,0,12.91666667
Participant Transactions,Participant Transactions,9/23/2019,433,1619905,3636,92.77%,82.35%,104.95%,0,30
Participant Transactions,Participant Transactions,9/24/2019,579,1248409,2016,84.93%,71.38%,182.49%,0,0.25
Participant Transactions,Participant Transactions,9/25/2019,571,1218261,2056,86.51%,70.65%,175.19%,0,12.5
Participant Transactions,Participant Transactions,9/26/2019,598,1315180,2172,87.77%,74.39%,164.59%,0,13.75
Participant Transactions,Participant Transactions,9/27/2019,515,1406027,2703,90.92%,78.67%,131.37%,0,24.58333333
Participant Transactions,Participant Transactions,9/30/2019,532,1616329,2958,87.64%,77.07%,127.99%,0,8.25
Participant Transactions,Participant Transactions,10/1/2019,441,1376918,2660,88.56%,76.83%,125.08%,0,8
Participant Transactions,Participant Transactions,10/2/2019,434,1220617,2617,89.47%,73.86%,119.56%,0,35
Participant Transactions,Participant Transactions,10/3/2019,520,1251499,2285,88.32%,74.82%,131.64%,0,4
Participant Transactions,Participant Transactions,10/4/2019,539,1150439,2175,81.53%,70.85%,140.09%,0,2.5
Participant Transactions,Participant Transactions,10/7/2019,515,1469863,2812,96.61%,83.13%,114.62%,0,25.75
Participant Transactions,Participant Transactions,10/8/2019,556,1203455,2084,88.12%,71.84%,150.72%,0,9
Participant Transactions,Participant Transactions,10/9/2019,466,1197108,2549,91.96%,76.69%,122.56%,0,17
Participant Transactions,Participant Transactions,10/10/2019,578,1357388,2255,90.67%,79.19%,134.32%,0,14
Participant Transactions,Participant Transactions,10/11/2019,474,1289068,2495,88.90%,78.06%,112.42%,0,22
Participant Transactions,Participant Transactions,10/14/2019,542,1399158,2561,89.33%,77.08%,113.90%,0,39
Participant Transactions,Participant Transactions,10/15/2019,496,1302185,2365,91.99%,78.58%,112.35%,0,0
Participant Transactions,Participant Transactions,10/16/2019,486,1232717,2304,88.90%,75.47%,105.21%,0,8.833333333
Participant Transactions,Participant Transactions,10/17/2019,560,1278077,2274,88.58%,77.37%,106.20%,0,2
Participant Transactions,Participant Transactions,10/18/2019,553,1251053,2320,88.62%,76.83%,106.51%,0,14
Participant Transactions,Participant Transactions,10/21/2019,484,1541424,3562,90.66%,81.57%,84.39%,0,37.75
Participant Transactions,Participant Transactions,10/22/2019,493,1336806,2531,88.38%,76.98%,111.77%,0,9.5
Participant Transactions,Participant Transactions,10/23/2019,407,1286889,3154,89.17%,77.81%,89.54%,0,6.5
Participant Transactions,Participant Transactions,10/24/2019,469,1337553,2670,88.53%,74.64%,99.06%,0,15.25
Participant Transactions,Participant Transactions,10/25/2019,471,1246775,2512,90.85%,81.27%,99.84%,0,16.75
Participant Transactions,Participant Transactions,10/28/2019,431,1496360,3167,95.39%,82.51%,78.12%,0,21
Participant Transactions,Participant Transactions,10/29/2019,489,1404738,2982,93.26%,80.81%,86.55%,0,10
Participant Transactions,Participant Transactions,10/30/2019,452,1319127,2858,91.62%,79.44%,88.21%,0,20.5
Participant Transactions,Participant Transactions,10/31/2019,479,1351685,2834,93.12%,80.83%,89.38%,0,25
Participant Transactions,Participant Transactions,11/1/2019,444,1412659,3345,95.12%,84.46%,80.54%,0,31.25
Participant Transactions,Participant Transactions,11/4/2019,433,1802189,4371,99.98%,88.82%,70.76%,0,8.25
Participant Transactions,Participant Transactions,11/5/2019,414,1416305,3173,95.96%,87.29%,89.73%,0,13.25
Participant Transactions,Participant Transactions,11/6/2019,485,1314702,2617,90.19%,80.32%,105.35%,0,12.91666667
Participant Transactions,Participant Transactions,11/7/2019,447,1388170,3131,93.29%,84.27%,88.92%,0,24.16666667
Participant Transactions,Participant Transactions,11/8/2019,393,1459183,3583,96.35%,85.91%,74.04%,0,31.5
Participant Transactions,Participant Transactions,11/11/2019,467,1667114,3297,95.34%,86.95%,86.47%,0,32.5
Participant Transactions,Participant Transactions,11/12/2019,494,1273596,2535,91.78%,84.92%,110.77%,0,31
Participant Transactions,Participant Transactions,11/13/2019,502,1303378,2519,94.26%,83.84%,108.50%,0,18.25
Participant Transactions,Participant Transactions,11/14/2019,489,1298247,2765,93.49%,83.25%,102.82%,0,0
Participant Transactions,Participant Transactions,11/15/2019,465,1503647,3406,98.31%,87.57%,88.49%,0,27
Participant Transactions,Participant Transactions,11/18/2019,381,1777669,4442,99.91%,88.16%,73.53%,0,31.5
Participant Transactions,Participant Transactions,11/19/2019,484,1409055,2833,93.27%,86.41%,112.46%,0,15.25
Participant Transactions,Participant Transactions,11/20/2019,492,1361653,2663,91.73%,83.92%,115.70%,0,25
Participant Transactions,Participant Transactions,11/21/2019,504,1489093,2939,93.98%,85.52%,104.25%,0,37.75
Participant Transactions,Participant Transactions,11/22/2019,390,1257828,3275,95.36%,84.38%,95.02%,0,59
Participant Transactions,Participant Transactions,11/25/2019,409,1706494,3656,97.02%,88.21%,91.58%,0,0
Participant Transactions,Participant Transactions,11/26/2019,495,1325388,2615,94.95%,83.58%,125.70%,0,32.75
Participant Transactions,Participant Transactions,11/27/2019,517,1234733,2306,95.20%,82.16%,139.07%,0,40.5
Participant Transactions,Participant Transactions,11/28/2019,0,N/A,121,#DIV/0!,#DIV/0!,0.00%,0,0
Participant Transactions,Participant Transactions,11/29/2019,439,885066,1828,90.96%,65.42%,167.40%,0,38
Participant Transactions,Participant Transactions,12/2/2019,475,1451509,2935,95.81%,85.65%,113.46%,0,53
Participant Transactions,Participant Transactions,12/3/2019,520,1289550,2407,94.23%,84.11%,135.31%,0,55.75
Participant Transactions,Participant Transactions,12/4/2019,522,1255354,2383,92.42%,81.92%,135.67%,0,36.41666667
Participant Transactions,Participant Transactions,12/5/2019,484,1376565,2779,91.59%,81.80%,114.03%,0,29.25
Participant Transactions,Participant Transactions,12/6/2019,425,1378499,3416,94.15%,81.59%,97.69%,0,23.25
Participant Transactions,Participant Transactions,12/9/2019,416,1711241,3991,95.18%,83.59%,90.18%,0,23
Participant Transactions,Participant Transactions,12/10/2019,494,1438738,2676,98.18%,84.44%,125.60%,0,18.25
Participant Transactions,Participant Transactions,12/11/2019,439,1232670,3028,89.45%,82.50%,118.16%,0,12.75
Participant Transactions,Participant Transactions,12/12/2019,384,1489902,3186,97.19%,83.61%,90.62%,0,10.5
Participant Transactions,Participant Transactions,12/13/2019,472,1435026,2981,96.07%,85.86%,94.87%,0,17.66666667
Participant Transactions,Participant Transactions,12/16/2019,334,1465879,3483,96.04%,83.40%,102.73%,0,69.16666667
Participant Transactions,Participant Transactions,12/17/2019,547,1356740,3683,93.47%,80.96%,129.81%,0,25.75
Participant Transactions,Participant Transactions,12/18/2019,338,1292053,2490,94.86%,84.39%,138.35%,0,29
Participant Transactions,Participant Transactions,12/19/2019,516,1387479,2656,98.22%,84.04%,128.54%,0,33.75
Participant Transactions,Participant Transactions,12/20/2019,375,1290131,3049,95.04%,82.43%,99.15%,0,38.75
Participant Transactions,Participant Transactions,12/23/2019,436,1386243,3389,90.78%,79.92%,0.00%,0,53
Participant Transactions,Participant Transactions,12/24/2019,343,907520,2331,88.26%,77.13%,136.68%,0,30.16666667
Participant Transactions,Participant Transactions,12/25/2019,0,N/A,271,#DIV/0!,#DIV/0!,0.00%,0,0
Participant Transactions,Participant Transactions,12/26/2019,458,1064919,1988,98.68%,84.83%,153.37%,0,62.25
Participant Transactions,Participant Transactions,12/27/2019,413,1021867,2358,90.39%,77.45%,124.47%,0,89.58333333
Participant Transactions,Participant Transactions,12/30/2019,508,1387955,2713,99.70%,82.95%,113.67%,0,78.75
Participant Transactions,Participant Transactions,12/31/2019,537,1353798,2492,95.92%,82.03%,122.47%,0,37.75
Participant Transactions,Participant Transactions,1/1/2020,0,0,532,#DIV/0!,#DIV/0!,0.00%,0,0
Participant Transactions,Participant Transactions,1/2/2020,508,1560191,2564,95.41%,83.79%,102.96%,0,27.25
Participant Transactions,Participant Transactions,1/3/2020,521,1523036,2895,99.81%,85.13%,90.19%,0,39.25
Participant Transactions,Participant Transactions,1/6/2020,472,1684727,3390,102.51%,85.60%,88.67%,0,60.5
Participant Transactions,Participant Transactions,1/7/2020,394,1324875,3094,96.39%,85.07%,88.49%,0,51.5
Participant Transactions,Participant Transactions,1/8/2020,475,1341876,2743,102.75%,85.37%,96.90%,0,53
Participant Transactions,Participant Transactions,1/9/2020,429,1266843,2839,97.10%,84.41%,89.61%,0,37.25
Participant Transactions,Participant Transactions,1/10/2020,440,1246718,2929,99.96%,88.12%,90.06%,0,41
Participant Transactions,Participant Transactions,1/13/2020,419,1583557,3523,97.39%,81.90%,78.40%,0,22.5
Participant Transactions,Participant Transactions,1/14/2020,397,1352487,3314,95.82%,84.18%,80.66%,0,28.25
Participant Transactions,Participant Transactions,1/15/2020,446,1341118,2827,93.21%,81.89%,88.22%,0,22.25
Participant Transactions,Participant Transactions,1/16/2020,477,1299026,2703,94.42%,83.15%,91.53%,0,33
Participant Transactions,Participant Transactions,1/17/2020,539,1294363,2521,98.14%,85.29%,102.86%,0,23.25
Participant Transactions,Participant Transactions,1/20/2020,310,330466,1387,113.02%,81.30%,222.42%,0,0
Participant Transactions,Participant Transactions,1/21/2020,497,1724025,3336,101.37%,87.80%,88.46%,0,19.75
Participant Transactions,Participant Transactions,1/22/2020,493,1318700,2382,95.42%,82.84%,111.54%,0,24.91666667
Participant Transactions,Participant Transactions,1/23/2020,578,1278167,2126,96.32%,85.12%,120.74%,0,34.5
Participant Transactions,Participant Transactions,1/24/2020,478,1340962,3082,103.52%,89.61%,92.28%,0,30
Participant Transactions,Participant Transactions,1/27/2020,406,1492555,3180,99.33%,83.88%,85.13%,0,46
Participant Transactions,Participant Transactions,1/28/2020,435,1169508,2690,91.64%,83.17%,100.59%,0,69.25
Participant Transactions,Participant Transactions,1/29/2020,493,1189457,2232,98.47%,84.69%,112.95%,0,44.75
